T1_ABD_mean,T1_ABD_median,T1_ABD_std,T1_ABD_skew,T1_ABD_kurt,T1_BCE_mean,T1_BCE_median,T1_BCE_std,T1_BCE_skew,T1_BCE_kurt,T1_DFC_mean,T1_DFC_median,T1_DFC_std,T1_DFC_skew,T1_DFC_kurt,T1_DEF_mean,T1_DEF_median,T1_DEF_std,T1_DEF_skew,T1_DEF_kurt,T2_ABD_mean,T2_ABD_median,T2_ABD_std,T2_ABD_skew,T2_ABD_kurt,T2_BCE_mean,T2_BCE_median,T2_BCE_std,T2_BCE_skew,T2_BCE_kurt,T2_DFC_mean,T2_DFC_median,T2_DFC_std,T2_DFC_skew,T2_DFC_kurt,T2_DEF_mean,T2_DEF_median,T2_DEF_std,T2_DEF_skew,T2_DEF_kurt,T3_ABD_mean,T3_ABD_median,T3_ABD_std,T3_ABD_skew,T3_ABD_kurt,T3_BCE_mean,T3_BCE_median,T3_BCE_std,T3_BCE_skew,T3_BCE_kurt,T3_DFC_mean,T3_DFC_median,T3_DFC_std,T3_DFC_skew,T3_DFC_kurt,T3_DEF_mean,T3_DEF_median,T3_DEF_std,T3_DEF_skew,T3_DEF_kurt,T4_ABD_mean,T4_ABD_median,T4_ABD_std,T4_ABD_skew,T4_ABD_kurt,T4_BCE_mean,T4_BCE_median,T4_BCE_std,T4_BCE_skew,T4_BCE_kurt,T4_DFC_mean,T4_DFC_median,T4_DFC_std,T4_DFC_skew,T4_DFC_kurt,T4_DEF_mean,T4_DEF_median,T4_DEF_std,T4_DEF_skew,T4_DEF_kurt,T5_ABD_mean,T5_ABD_median,T5_ABD_std,T5_ABD_skew,T5_ABD_kurt,T5_BCE_mean,T5_BCE_median,T5_BCE_std,T5_BCE_skew,T5_BCE_kurt,T5_DFC_mean,T5_DFC_median,T5_DFC_std,T5_DFC_skew,T5_DFC_kurt,T5_DEF_mean,T5_DEF_median,T5_DEF_std,T5_DEF_skew,T5_DEF_kurt,T6_ABD_mean,T6_ABD_median,T6_ABD_std,T6_ABD_skew,T6_ABD_kurt,T6_BCE_mean,T6_BCE_median,T6_BCE_std,T6_BCE_skew,T6_BCE_kurt,T6_DFC_mean,T6_DFC_median,T6_DFC_std,T6_DFC_skew,T6_DFC_kurt,T6_DEF_mean,T6_DEF_median,T6_DEF_std,T6_DEF_skew,T6_DEF_kurt,label
0.0,0.0,0.0,0.0,0.0,11.214526293729323,4.0,18.71931476553424,2.8520745480551204,8.556882623533294,11.660604706167183,5.0,17.816221575050033,2.696461508077337,8.182162838540794,0.0,0.0,0.0,0.0,0.0,7.3526499430073,5.0,9.42067713756342,5.1750313814790525,35.17264471574155,38.36286123922544,21.0,50.67704734011648,2.1353165703919594,4.449084489125884,17.655593044381003,4.0,25.160363652839482,1.7275331737431556,2.0006095027750774,4.317608351474371,4.0,0.7498140539897685,2.4362022376965764,60.47646707699658,68.20374505452419,11.0,81.66221356782268,0.8654190731962389,-0.9259275048688145,65.73063840920983,32.0,68.94313618465043,0.737553013711934,-0.6847217492610542,153.30942947702061,165.0,51.40327053228119,-0.4899044935141098,-1.0056755505613777,55.053193297717335,17.0,67.70609247500646,1.2978127929993009,0.5059194849629813,0.0,0.0,0.0,0.0,0.0,67.38348662395535,62.0,66.23886225247145,0.7125852306658816,-0.6782875623878022,72.49837548991314,82.0,67.17958708590182,0.5420408262579055,-0.8448905670832905,0.0,0.0,0.0,0.0,0.0,34.036164052033364,12.0,47.21459338683427,2.323582313764137,4.776982342358233,151.52842740552774,163.0,48.743552444043964,-0.950467634757225,0.6339071577371622,97.9385415819852,106.0,67.49047379096791,-0.11954892214777084,-1.4386730364592013,31.108875680783864,9.0,54.7337578342254,2.662257690561507,5.907997610229554,100.44521591067122,112.0,64.86901259132064,0.03715603365173213,-1.1032901132149,15.162595829784083,5.0,18.07420377511284,1.9118420577036657,5.181636451951807,109.53487264249677,120.0,50.407571266053516,-0.18996955434139998,-1.4458208024543115,60.0765509045933,44.0,52.975747623125386,0.8206157119854695,-0.5806003236647705,0
0.0,0.0,0.0,0.0,0.0,37.81245328031809,26.0,40.934385638721714,1.4343328032457754,2.3317653252127784,42.18539114602917,31.0,41.52225771282344,1.2710026301852424,1.7166487634924028,0.0,0.0,0.0,0.0,0.0,6.052595265400502,5.0,3.311210622010464,10.04622924739439,225.0824206576556,85.1827059659091,62.0,66.32805720808496,0.3329458417071283,-1.3651956107621863,47.619826230244925,35.0,44.29556343984872,1.2963704893616206,1.7737476539814114,5.848431855605622,4.0,5.618581166061537,3.6212752374926866,12.819912694384438,53.97111570191212,9.0,67.94661745801746,1.2396778943917013,0.12054182069160868,55.21424533634822,7.0,60.52870037633512,0.8021505906928467,-0.5517690532081843,132.3191653396932,116.0,53.74102817203972,0.10951975632859101,-0.9361789473602844,40.416148148148146,7.0,50.820155970023926,1.6396575065057013,2.4467401531667674,0.0,0.0,0.0,0.0,0.0,67.10357944326844,60.0,62.741456736009205,0.413560924988613,-1.1390538494320153,64.69032207136091,53.0,61.623642134581786,0.4785396337478545,-0.9971882601131359,0.0,0.0,0.0,0.0,0.0,39.91604662333716,11.0,53.04765620469947,1.717779167296165,1.8978245639963411,156.32640052979036,175.0,55.575474215229,-0.8833546532053289,-0.03790411568358687,85.52203792886841,96.0,62.6049661510286,0.09510919624100299,-1.1719216182800416,11.677235459902638,8.0,11.45962229812275,3.1280476117409184,10.52349726090915,123.31778027767687,140.0,65.69975954123609,-0.3450316425868647,-1.0887844737099572,44.15601860501706,37.0,44.12152538923463,1.1965756734109922,1.20575424124468,136.7005925786917,151.0,41.07006329566201,-0.9011237415124642,-0.2882650216625584,72.15257357483506,44.0,61.11326242488741,0.7336163442075279,-0.9473661007546532,0
0.0,0.0,0.0,0.0,0.0,30.549684556523584,7.0,30.824348736896276,0.7043553132370723,-1.0574231455145946,29.17319111502089,7.0,30.991209945844226,0.9034334230650231,-0.6751022182732838,0.0,0.0,0.0,0.0,0.0,7.939462343525549,7.0,3.302602278095886,9.85695101540384,275.3992260718995,57.721938636053025,50.0,47.90904807900702,1.2061890958097574,1.2005793285623003,39.99915548970081,39.0,30.117020497160023,0.12223253444852654,-1.4185400311102025,6.549952021932831,6.0,3.7875910715364567,6.859798136964917,51.41629652329848,74.64004049241672,53.0,70.53777873853278,0.6875408065531079,-1.0218069417569313,100.51422377855594,108.0,57.87812915017612,-0.1492909053677828,-0.6559851630154094,146.59945829911686,152.0,41.10502105984317,-0.27837684364489634,-1.1398626677330206,83.67255030705651,79.0,58.478485681130806,0.45776623012849477,-0.4156613156625868,0.0,0.0,0.0,0.0,0.0,119.11324128164277,118.0,52.088196546133126,-0.39609220447459476,-0.33390679044883687,114.39292823755842,118.0,51.2978448896795,-0.3592180252650973,-0.225252654816662,0.0,0.0,0.0,0.0,0.0,137.34448671015133,152.0,55.993336699167735,-0.42659953749699103,-0.6303915854987432,174.59415115367153,175.0,23.543425018377267,-0.7412374184272232,3.1106948962190923,149.24824709259815,161.0,41.34103883805149,-1.5397805534863847,2.192724247075499,115.53228498884789,125.0,53.62886776880018,-0.3017299072146348,-0.7202485608513651,80.764805164588,83.0,57.77294513137316,0.11906688758777077,-1.2210073534043204,27.950598524186937,8.0,30.715618209950904,1.0045908070936955,-0.47864220777321975,87.25302970154101,85.0,40.2479879773054,0.3602512458364138,-0.43215412639607864,41.306924315619966,34.0,41.96030645256664,1.2896478484820078,1.0289388160318866,0
0.0,0.0,0.0,0.0,0.0,15.795861482496338,5.0,26.041941510431887,2.526949248121368,6.472228510128369,15.729663130103164,5.0,25.705937274036557,2.546376964358884,6.529578894340078,0.0,0.0,0.0,0.0,0.0,6.109164570075477,5.0,6.165905043525362,9.488981834268873,113.85770230747424,94.1631396796301,72.0,70.01659305253997,0.31487691980621124,-1.3680856352311008,26.415955223880598,5.0,31.871657212804802,1.5284906477478717,2.2150533793903433,4.700489044140997,5.0,1.5972699444998084,7.058086951039598,85.73442136553503,34.06171392725305,8.0,53.464657402388134,2.060221293681315,2.988805189262602,62.74172152748305,12.0,66.15770495966498,0.6365778076342938,-1.0310007275130968,137.59685129937816,133.0,48.910693578988365,-0.18166147269280322,-0.5879143659852768,33.80700417793069,7.0,48.29353023710917,2.0798156033047217,4.00325022722696,0.0,0.0,0.0,0.0,0.0,87.69333671062422,105.0,66.47138831117324,0.012178364580786813,-1.2796683370933322,78.82428872239362,94.0,65.75851167368754,0.1815106901142994,-1.2954363771904565,0.0,0.0,0.0,0.0,0.0,56.22534705487672,30.0,60.25407232060576,1.0908963568198273,0.19318721893791135,169.36734023103418,175.0,30.366090810985817,-1.14264805559397,3.1412960818758053,129.61720526296173,149.0,60.61355920508539,-1.041070445762715,0.007296315932977748,53.09159642401022,33.0,57.62000671046038,1.2323483892888236,0.25065575887138136,82.86057181242447,65.0,71.65620893200564,0.2563208717809363,-1.532424838749844,16.39927286196074,6.0,25.590358729178824,2.3956473394063735,5.682965304431393,94.00994002825591,82.0,57.94571115599518,0.2093401556655644,-1.1317266910726598,42.460936061569434,7.0,56.49495281213605,1.3631335190556038,0.4480853805381311,0
81.2817679558011,17.0,110.36645713695229,0.9313956355088617,-1.1195673402527837,75.73174488131907,62.0,44.93562940128445,1.1483128379005487,1.5455346674348398,80.03524874285993,74.0,42.66408574880874,0.48582662559919104,-0.6588846287735999,26.72289156626506,15.0,55.38130349137433,3.7949356377976695,12.735377140741031,60.302270366523224,53.0,49.87190785645586,3.0282961650882947,9.460214019782361,126.95329653848461,115.0,31.101307491734733,0.2550736150372582,-1.2365172368205204,91.13998106343749,79.0,39.193570062955516,0.5821486949988746,-0.7244323404716435,60.835700337298064,66.0,17.341606180757516,-1.000010519994155,1.1045204518281873,156.6561451962912,161.0,37.26339132384485,-1.0141047666670688,1.1744644921607046,137.4655972477798,152.0,61.0668146296599,-0.39428924457284253,-1.181173224761471,178.40946768243018,179.0,12.066532314940995,-0.3933776866585859,2.1552735998499157,172.6478123311984,178.0,24.751719704421106,-0.7458438275053829,0.23855483421879908,31.892543859649123,35.5,15.71816851923129,-0.6499827434245921,-0.4192490467712089,133.63908648446275,146.0,60.22879775601982,-0.220857052691826,-1.40482649063647,152.52410471603642,191.0,62.11335281425982,-0.5535615595656361,-1.3562154661616344,33.693631669535286,33.0,14.8970226805752,-0.19929196468509486,0.1863060448041085,161.23338800478746,175.0,55.59631966926889,-0.5665323474498314,-0.6768833691356111,204.66533301953402,206.0,25.386244839564466,-3.1062637361181022,23.529949697134644,176.4046442450703,181.0,25.686889735734578,-0.9985174218521411,1.511688938221484,178.65628415300546,183.0,31.03007986283574,-1.0887131879875211,1.487951728143134,134.79083455244447,145.0,58.78065366389332,-0.690088767248899,-0.2594324987677825,86.68644827242856,85.0,46.452652370326106,0.16651516927201024,0.4637841892998358,153.65305336158735,153.0,21.853039072908395,-0.2956258659618273,0.6200095111614243,113.24032954099647,102.0,34.48835905358755,0.11132050819851312,-0.4683449130368662,0
0.0,0.0,0.0,0.0,0.0,37.168788218069075,18.0,53.78971407097497,2.4535310924994262,6.156944027475152,33.486720548091846,5.0,53.9815008403818,2.5699192196664775,6.629026640927314,0.0,0.0,0.0,0.0,0.0,19.358595628707317,4.0,55.76276447391934,3.9020198153654215,13.533742875151102,117.48607351219229,145.0,66.87394332075178,-0.3240403423996934,-1.4406148066273492,55.03138835455406,49.0,49.82894183664351,1.4681237439502943,1.844592351685665,15.182404272824137,4.0,36.81994994244474,5.571276216347299,33.10661691419819,59.937747133957274,48.0,63.62382879730059,0.9583684816231454,-0.16652000088687213,74.30014380459745,84.0,63.19445900593798,0.24774138033211565,-1.1603653423802627,134.4781014536601,117.0,41.44257356363599,0.35917077952556137,-1.2778508866530867,62.38315217391305,64.0,57.844788595439276,0.6327315929020636,-0.4791420228681651,0.0,0.0,0.0,0.0,0.0,75.368003298629,93.0,62.92401990789086,0.3012669003758428,-1.0490932837406777,77.89321712446993,93.0,62.26214379594838,0.20740095964860653,-1.0481077201317348,0.0,0.0,0.0,0.0,0.0,45.66468265130461,20.0,51.35828310614113,1.3042263313639049,0.822596896828939,168.36978890822425,181.0,38.448451745154394,-1.3080037073433013,1.101051319533008,116.08833330785576,127.0,66.90481493983373,-0.4811700752273274,-1.0299605901843258,34.52450940696953,10.0,40.33491979326793,1.2311067605124744,0.4691311427977034,106.20008731559129,118.0,70.82086066661829,-0.14478727437433989,-1.2776165992820758,32.45048161353839,5.0,54.09813656904223,2.609026850473905,6.726036618119387,124.17372639429922,142.0,51.876773982783575,-0.705424385509969,-0.4935796925147873,68.29816046268695,34.0,68.48855963975538,0.6615454649469414,-0.9859778380490076,0
2.2270478284771853,2.0,1.5537341295652831,1.3681550968869003,1.4155341925332436,32.88163966090782,11.0,46.01518904643881,1.4949430591988677,0.9980612354054981,41.391133273598506,12.0,55.90931108806484,1.3260369267503194,0.33839966235240615,2.8041048371555215,1.0,4.0654069584844486,12.912591993169036,418.26356223353054,18.952043533427453,1.0,48.63215693499747,3.6058666865791364,12.941550140025445,160.85975845726261,159.0,49.37289806015405,-0.5076701039824582,0.10743039742699523,90.99444374112053,97.0,50.34414470210648,-0.1491782540786056,-0.8249817788177611,45.945926116145124,32.0,36.82304068701136,0.635229414188829,-0.8749932714830639,112.34822791249788,79.0,88.14572694571399,0.12734498491084992,-1.5995820808427546,76.74518737553558,57.0,60.758198790582796,0.3790433786995197,-1.4840824576218836,171.50548438236427,177.0,37.533218529269575,-1.1589975716667456,1.2254151521590622,88.83770367342171,71.0,70.79146944751386,0.6431456847586299,-1.0113772292966712,1.1046511627906976,1.0,0.30610340886251586,2.5831063997517956,4.6724386724386795,54.497237638118094,20.0,56.22016337160982,0.629081682140575,-1.247207324703798,61.71759957370098,24.0,56.71478963060475,0.3880294127041556,-1.566032539287641,2.1285768790537962,2.0,1.0633626003145666,0.8219220073507422,0.251468569675084,63.81035917019745,41.0,59.54791639505828,0.9318817434091933,-0.221647724184161,176.96017591974896,180.0,37.714309423137884,-0.965837884049989,1.2028004089060573,132.96722856469682,144.0,38.97197022924072,-0.9944987352467193,0.40009178544103197,97.90158272881885,99.0,43.892285917975684,-0.010126388010662315,-1.0681470895748977,54.21203617087621,20.0,64.45992226358165,0.9071381889250654,-0.5819842155193009,16.051058290342798,1.0,37.09510821044362,3.200293513491201,9.482394729715546,67.9503187837175,50.0,63.344703063673826,0.7361718130630777,-0.7804229009849823,19.877198178519862,8.0,40.903547597701795,3.670410203804126,13.588135109124984,0
1.9969168753933533,2.0,0.055440228618817027,-17.92622028346738,319.34937365139734,16.06162799507871,2.0,40.068236281925245,2.9704900475482963,7.628037342435533,45.82887769933555,9.0,63.55841543318187,1.2268377949922928,-0.09459017012292525,2.0,2.0,0.0,,,2.74729465983979,2.0,4.058594240604325,5.28095787641712,28.709628506296575,135.949536849966,149.0,46.5555434497046,-0.04869106397084999,-1.1877786247376196,108.77343452525183,104.0,54.285730876268204,-0.2210760996301452,-0.6861963754543492,53.16467224546722,55.0,35.368310110026755,0.2681370441806369,-0.15969493230762088,18.53192844749765,2.0,40.923528053287846,3.0846206433163315,9.001240321599129,5.731692889270025,2.0,16.410425681357715,6.440310408122656,48.50050677938783,77.90391514315282,70.0,55.11762355992056,0.9044046297031657,-0.10882166856812114,15.73788491012958,2.0,26.160308221075518,2.8319505898605577,11.498770470683782,2.0,2.0,0.0,,,4.772179916302884,2.0,16.356502578184365,7.824988567844256,67.00928272113639,11.091908633372048,2.0,27.20904026209086,3.8663839269487106,15.045117487297087,2.0,2.0,0.0,,,1.9905779112346578,2.0,0.5186372280552263,77.95988542540933,6865.629223475792,109.2379185372955,120.0,49.29046512152553,-0.5087299675233196,-0.6790086408582194,43.17890660042094,22.0,51.9346658980842,1.331640062149776,0.7305317614120757,3.987375888505635,2.0,7.105452899217892,3.471171941081073,12.182714568917481,93.70958102887546,116.0,85.10980632061776,0.0106560317165091,-1.789856909387342,24.379372088171895,2.0,51.30987203795058,2.481202735396302,4.851389419878283,171.84605166688232,179.0,30.805938986319358,-1.7666615425151169,2.95623549135252,124.70277587819072,121.0,57.983892007584785,-0.130048824584426,-1.2382437627512468,0
3.19672131147541,1.0,5.162346880613054,2.927050480750127,9.496485113145827,127.2817938420348,131.0,51.344801448964375,-0.7242706131219193,-0.07492832058676369,133.73255523654976,147.0,53.347987794498124,-0.8339250386311606,-0.18564657702001952,0.0,0.0,0.0,0.0,0.0,109.30386475998087,131.0,45.84700950707354,-0.9484588902700538,-0.42217077002100023,163.44700760720778,165.0,26.78124440144756,-0.30295806120807584,-0.5486598024909046,148.11924132523035,146.0,34.45233353369924,-0.8273499992445508,1.818465113664213,126.52470720359378,132.0,32.77033697683422,-1.4280068141961875,3.481484746688894,115.28072888838896,105.0,47.26181618347501,0.2011852079131864,-0.5364534298656212,75.36384044206527,72.0,46.12216101312053,0.8964040256640843,0.5646385646268381,122.87157650246782,94.0,52.66772214523938,0.34443131584904163,-1.2433208960364797,81.26357199055862,90.0,40.54368610029025,0.7637253565176404,1.766283496452366,9.454545454545455,4.0,9.976004268093753,0.8097384699453505,-0.6353030269051394,79.56527249683143,72.0,51.28359838390871,0.6540883752103447,-0.3821202593216668,83.70083432657925,83.0,48.07909540824675,0.7000772424191928,-0.07398909116067776,0.0,0.0,0.0,0.0,0.0,51.47486742848607,51.0,33.99268064170402,0.45335444136338204,-0.47983481019561003,150.58094602114636,155.0,32.24941506711812,-0.22289358617935995,-0.9069687243750582,122.48150221077965,138.0,54.97892697163225,-0.41516568779515606,-0.8569444390970089,89.53377249041392,84.0,47.77644449953102,0.3392654602647458,-0.7028751947592982,151.05567010309278,167.0,58.81696830267313,-1.0553730599208373,0.30315251867671344,135.03436528807077,154.0,53.66151587419767,-1.2061959660215353,0.30916025567338723,162.0178674629166,158.0,28.33050697169271,0.17227829941010941,-1.1447735309962315,184.3371341998246,202.0,46.47943094236278,-2.115687548261298,4.291625549787352,0
5.988795875156838,6.0,1.0557051424342676,1.2963802221539455,29.99393943378682,26.235932693348172,5.0,44.95877410765277,1.977650760433539,2.855858634331833,76.9299535771617,91.0,58.44801853946509,0.04473833057286053,-1.1625279507420851,4.95090153534554,5.0,0.6812876025948816,3.522439169538814,229.5400319560046,6.156737024215237,5.0,6.5762286190734205,8.455004392072109,84.70190804138545,141.62811477172278,125.0,54.356094484426286,0.07748688169973225,-1.3523090811837362,108.64279206317069,114.0,50.54370163022643,-0.2567875655468268,0.1577272768578144,42.214582652155634,41.0,40.083973003453686,0.6195934395740266,-0.8505736091690315,27.09437857552912,6.0,50.36653370446593,2.6860468605849257,6.497937451047294,20.787818136559046,5.0,37.06378186003786,2.480752008259598,5.896471961328556,122.88224468375725,100.0,54.70805919943667,0.20211638547695718,-1.500710227472904,30.963442161357133,6.0,38.397044629373646,1.7374011356477868,3.660374427955806,5.344015916593927,5.0,0.7993705407686856,0.9594942874089545,41.931217898088384,23.672004976412268,6.0,38.60735242646976,2.1324793857491064,3.9665856542670648,54.39356707908869,51.0,51.354283906662864,0.5548203130034847,-0.5433142965301783,19.90213786120777,5.0,51.61658016090835,3.3083349933522688,9.233113220188814,38.68541896406998,8.0,58.05302386884868,1.7435072019120614,1.7362775986013848,188.21065550944914,190.0,19.993009499007538,-1.0973463953766145,5.7531688001524195,106.73150588269178,105.0,51.35986674384799,0.050655872350174394,-0.20909121745536163,78.54482951499756,81.0,53.17192367477771,0.34548550617747903,-0.5543422012706833,40.24024840904591,10.0,55.4964725442507,1.6685673452756837,1.5340223777305884,36.53264065147365,8.0,53.15681786763639,1.4737001299885324,0.708954397666719,157.7793298304034,148.0,29.856453767755205,0.34576867839733494,-1.1205163222484098,68.85438712907019,60.0,57.95967306632036,0.49181083938875275,-0.8076677384827136,0
